iteration,J_k,J_k1,delta_J_exact,delta_hat_k,A_k,predicted_delta_J,identity_error,fa_error_linf,fa_error_l2
0,-0.08088273349184875,-0.07877303117856835,0.0021097023132804066,0.06811157892607751,0.07022128123935789,0.002109702313280379,2.7755575615628914e-17,0.43005991794202914,0.16897273574877728
1,-0.07877303117856835,-0.07671396376781675,0.002059067410751597,-0.20464410313433953,-0.2025850357235878,0.002059067410751736,1.3877787807814457e-16,0.5032363852634482,0.2354406081030605
2,-0.07671396376781675,-0.07455875396545858,0.002155209802358171,-0.060905313708191244,-0.058750103905832976,0.0021552098023582683,9.71445146547012e-17,0.331767719234314,0.1284767366734123
3,-0.07455875396545858,-0.07227806348381252,0.0022806904816460583,-0.09286773173654334,-0.09058704125489739,0.0022806904816459472,1.1102230246251565e-16,0.3714168891108165,0.15400417509611547
4,-0.07227806348381252,-0.06991633229863158,0.002361731185180946,0.27229606319307664,0.2746577943782577,0.0023617311851810707,1.249000902703301e-16,0.5971834433093397,0.2946310385697697
5,-0.06991633229863158,-0.06745673813468434,0.00245959416394724,0.1759806165811859,0.1784402107451334,0.002459594163947476,2.3592239273284576e-16,0.4136601464043031,0.20310528424061897
6,-0.06745673813468434,-0.06490231787723834,0.0025544202574459968,-0.06823589709431521,-0.06568147683686912,0.002554420257446094,9.71445146547012e-17,0.26116939154608015,0.11828603463149943
7,-0.06490231787723834,-0.06224584544318886,0.002656472434049477,-0.06886618669490209,-0.06620971426085268,0.0026564724340494145,6.245004513516506e-17,0.30855811104410524,0.13051227111742209
8,-0.06224584544318886,-0.05946605737993859,0.0027797880632502714,-0.10478857922456328,-0.10200879116131308,0.002779788063250202,6.938893903907228e-17,0.3237007547191268,0.14379243883476156
9,-0.05946605737993859,-0.05655086015755431,0.002915197222384279,0.026472064379743372,0.029387261602127707,0.0029151972223843345,5.551115123125783e-17,0.25061963162226975,0.08987196897614087
10,-0.05655086015755431,-0.053468057510189015,0.003082802647365296,0.07620499991756743,0.07928780256493259,0.003082802647365157,1.3877787807814457e-16,0.3537822233361373,0.14206297057856637
11,-0.053468057510189015,-0.050227982822460104,0.003240074687728911,-0.04004613912825217,-0.03680606444052312,0.00324007468772905,1.3877787807814457e-16,0.24669707958637793,0.10263682424475888
12,-0.050227982822460104,-0.04679777906273509,0.003430203759725012,-0.06329603227370906,-0.05986582851398419,0.003430203759724866,1.457167719820518e-16,0.37531017371275466,0.11249094105437706
13,-0.04679777906273509,-0.04315971782883889,0.003638061233896206,0.04335215509348066,0.04699021632737689,0.0036380612338962337,2.7755575615628914e-17,0.2534433421678004,0.0973917018891869
14,-0.04315971782883889,-0.03931874584045916,0.003840971988379724,0.055724498055188185,0.059565470043567624,0.0038409719883794394,2.8449465006019636e-16,0.30898725090714874,0.10374308396734958
15,-0.03931874584045916,-0.03527027326535325,0.004048472575105912,0.11596102191728816,0.12000949449239401,0.004048472575105849,6.245004513516506e-17,0.3750696610925751,0.14686559476270847
16,-0.03527027326535325,-0.031007774050812703,0.004262499214540548,0.04229642194505424,0.046558921159594806,0.004262499214540569,2.0816681711721685e-17,0.25427016315745044,0.09605293289904507
17,-0.031007774050812703,-0.02649875442209041,0.0045090196287222925,0.07839975189534062,0.08290877152406291,0.004509019628722286,6.938893903907228e-18,0.27052004209766234,0.12128625143595227
18,-0.02649875442209041,-0.021757009883365368,0.004741744538725043,-0.10618655398199653,-0.10144480944327144,0.0047417445387250845,4.163336342344337e-17,0.34844614050196115,0.13602891192551725
19,-0.021757009883365368,-0.016773082974525916,0.004983926908839451,-0.10302442759748154,-0.09804050068864197,0.004983926908839573,1.214306433183765e-16,0.33042433195541077,0.13287218867526862
20,-0.016773082974525916,-0.011504983308207683,0.005268099666318233,0.1064602042859925,0.11172830395231075,0.005268099666318249,1.5612511283791264e-17,0.2844827266343532,0.13884063439366703
21,-0.011504983308207683,-0.0059726997880564245,0.005532283520151259,-0.07243233739858909,-0.06690005387843789,0.005532283520151199,5.984795992119984e-17,0.3002494933206878,0.11424530106834434
22,-0.0059726997880564245,-0.00014179369721111943,0.0058309060908453055,0.017189736781635212,0.0230206428724805,0.0058309060908452864,1.9081958235744878e-17,0.19490311356886383,0.07492270882021043
23,-0.00014179369721111943,0.005964352285652392,0.006106145982863511,0.1299665183807256,0.1360726643635891,0.00610614598286352,8.673617379884035e-18,0.2991686814278281,0.1517966141601413
24,0.005964352285652392,0.012396916634546338,0.006432564348893946,0.013496971931296838,0.019929536280190844,0.006432564348894006,5.984795992119984e-17,0.28567336359025813,0.08315260045778726
25,0.012396916634546338,0.019134634262322762,0.0067377176277764236,0.004573390168164602,0.01131110779594098,0.0067377176277763785,4.5102810375396984e-17,0.2323182779984762,0.0839839591506424
26,0.019134634262322762,0.02616188029504945,0.007027246032726687,0.10620974156396634,0.11323698759669298,0.007027246032726642,4.5102810375396984e-17,0.33089261764146316,0.1393181192447334
