iteration,J_k,J_k1,delta_J_exact,delta_hat_k,A_k,predicted_delta_J,identity_error,fa_error_linf,fa_error_l2
0,-0.19505727953785917,-0.18765833268282642,0.007398946855032756,-0.03953082200880981,-0.032131875153776884,0.007398946855032923,1.6653345369377348e-16,0.6920926946555318,0.23277103825660567
1,-0.18765833268282642,-0.18017742918410556,0.007480903498720853,-0.13685128033268903,-0.12937037683396818,0.007480903498720853,0.0,0.39931565975443273,0.17711536590243643
2,-0.18017742918410556,-0.17252256586850787,0.007654863315597699,-0.011351182724602837,-0.003696319409005399,0.007654863315597438,2.6020852139652106e-16,0.28608512865249835,0.09676970072129407
3,-0.17252256586850787,-0.16460167261747816,0.00792089325102971,0.01805824804416692,0.025979141295196666,0.007920893251029747,3.8163916471489756e-17,0.2775042718062355,0.09498103262986908
4,-0.16460167261747816,-0.15629347888849038,0.008308193728987778,-0.09972510789729827,-0.09141691416831031,0.008308193728987959,1.8041124150158794e-16,0.28658640699647964,0.1395180369665871
5,-0.15629347888849038,-0.14758591523891373,0.008707563649576644,-0.5613260924360093,-0.5526185287864321,0.008707563649577144,4.996003610813204e-16,0.7962417824427277,0.5700746815573995
6,-0.14758591523891373,-0.1384644529527887,0.009121462286125037,-0.026547806262123053,-0.01742634397599783,0.009121462286125221,1.8388068845354155e-16,0.37687812218522376,0.10873905649997263
7,-0.1384644529527887,-0.1288973423689883,0.009567110583800387,0.5108920477585033,0.5204591583423037,0.009567110583800442,5.551115123125783e-17,0.7709221740646307,0.523718709479885
8,-0.1288973423689883,-0.11886842994377546,0.010028912425212852,-0.27056029811876825,-0.2605313856935557,0.010028912425212533,3.191891195797325e-16,0.509486984708248,0.2870487757385498
9,-0.11886842994377546,-0.10831039989498689,0.010558030048788566,0.028996160396984147,0.03955419044577289,0.01055803004878874,1.734723475976807e-16,0.21375463493567262,0.08410333665906605
10,-0.10831039989498689,-0.09720976672631307,0.011100633168673824,-0.025470176214736545,-0.014369543046062755,0.01110063316867379,3.2959746043559335e-17,0.23495772725927777,0.09320559616679566
11,-0.09720976672631307,-0.08549352078676209,0.011716245939550979,-0.14810078578100158,-0.1363845398414504,0.011716245939551173,1.942890293094024e-16,0.3347348359670477,0.17041990107667612
12,-0.08549352078676209,-0.07313406428623345,0.012359456500528637,-0.1411295659022963,-0.1287701094017675,0.012359456500528804,1.6653345369377348e-16,0.3217409629472088,0.16637759605002816
13,-0.07313406428623345,-0.06003000634072854,0.013104057945504913,-0.08083472542533052,-0.06773066747982581,0.013104057945504705,2.0816681711721685e-16,0.2629716714380363,0.10709111177746415
14,-0.06003000634072854,-0.04622911135475713,0.01380089498597141,-0.010664784585149426,0.0031361104008222037,0.013800894985971628,2.185751579730777e-16,0.19633525057736845,0.08046916865204332
15,-0.04622911135475713,-0.031634119797448325,0.014594991557308805,-0.17408570947400856,-0.15949071791669975,0.014594991557308812,6.938893903907228e-18,0.40075894100812404,0.19172585161974143
16,-0.031634119797448325,-0.016245902197467105,0.01538821759998122,-0.11264148572059038,-0.09725326812060896,0.015388217599981421,2.0122792321330962e-16,0.32071326530131766,0.1441720524296951
17,-0.016245902197467105,-2.1631514461317117e-05,0.016224270683005786,0.0017721793539506037,0.017996450036956314,0.01622427068300571,7.632783294297951e-17,0.2807318913005563,0.09774341092559045
18,-2.1631514461317117e-05,0.017128509190591567,0.017150140705052885,-0.04786485576703546,-0.0307147150619825,0.01715014070505296,7.632783294297951e-17,0.2837836564115887,0.09592676521186883
19,0.017128509190591567,0.03518383500102906,0.018055325810437495,-0.07688900413857162,-0.058833678328134104,0.01805532581043752,2.42861286636753e-17,0.2805553334773578,0.1115645940017019
20,0.03518383500102906,0.05415415036041509,0.01897031535938603,0.05352755331603809,0.07249786867542456,0.018970315359386467,4.371503159461554e-16,0.21713242743378167,0.0887629635591076
21,0.05415415036041509,0.07403206206814808,0.01987791170773299,0.34812514163568836,0.36800305334342126,0.019877911707732898,9.020562075079397e-17,0.58237547145224,0.35957509950526056
22,0.07403206206814808,0.09487548571135744,0.02084342364320936,0.2605432498241165,0.28138667346732577,0.02084342364320929,6.938893903907228e-17,0.4519334904444471,0.27166553712291275
23,0.09487548571135744,0.11681398401216758,0.02193849830081014,-0.00326951265512139,0.018668985645688845,0.021938498300810235,9.367506770274758e-17,0.23439306534721277,0.08206908892464712
24,0.11681398401216758,0.13989201111234878,0.023078027100181198,0.019563161953754404,0.04264118905393539,0.023078027100180983,2.1510571102112408e-16,0.33891160676926485,0.10618581955048413
25,0.13989201111234878,0.16412830852254462,0.02423629741019584,0.01352283648429592,0.03775913389449198,0.02423629741019606,2.220446049250313e-16,0.22243622880232503,0.0823390624463488
26,0.16412830852254462,0.18953395417341734,0.02540564565087272,-0.14976891669744458,-0.12436327104657165,0.02540564565087293,2.0816681711721685e-16,0.3316457053891063,0.17102301866181766
27,0.18953395417341734,0.21619897825144357,0.026665024078026234,0.08908307064124155,0.11574809471926799,0.026665024078026442,2.0816681711721685e-16,0.299173882952043,0.11637656961717917
28,0.21619897825144357,0.2440491837197522,0.02785020546830863,-0.10707093658424788,-0.0792207311159393,0.027850205468308575,5.551115123125783e-17,0.23872562707703227,0.13029198007143292
29,0.2440491837197522,0.273152660484305,0.02910347676455277,0.033799636382453924,0.06290311314700682,0.029103476764552896,1.249000902703301e-16,0.2209666272610032,0.08003672403817574
30,0.273152660484305,0.30367129859536524,0.03051863811106026,0.0995832745015316,0.13010191261259213,0.030518638111060536,2.7755575615628914e-16,0.25509675710647306,0.12547906833465267
31,0.30367129859536524,0.33551746405988603,0.03184616546452079,0.07455548747697482,0.10640165294149577,0.031846165464520945,1.5265566588595902e-16,0.23409040323781038,0.09641045150547119
32,0.33551746405988603,0.36897232653165796,0.03345486247177193,0.07417194001005634,0.1076268024818281,0.03345486247177176,1.6653345369377348e-16,0.1933182780489077,0.09805485063982719
33,0.36897232653165796,0.40391373193592706,0.0349414054042691,0.24315188681532257,0.2780932922195915,0.03494140540426893,1.6653345369377348e-16,0.41627428067075967,0.2559476605235491
34,0.40391373193592706,0.44054015062090274,0.03662641868497568,0.26835621638924756,0.3049826350742233,0.03662641868497574,5.551115123125783e-17,0.4355722291654742,0.2802021845867912
35,0.44054015062090274,0.478706932510889,0.03816678188998629,-0.08836029016140584,-0.050193508271419406,0.038166781889986436,1.457167719820518e-16,0.29956440396459105,0.1188882990179721
36,0.478706932510889,0.5185588183500143,0.039851885839125245,0.09572879847901583,0.13558068431814074,0.03985188583912491,3.3306690738754696e-16,0.3010637833284644,0.11909609956287028
37,0.5185588183500143,0.5602254041292682,0.04166658577925397,0.33805759547760617,0.3797241812568603,0.04166658577925414,1.6653345369377348e-16,0.61151869835089,0.347229968078733
38,0.5602254041292682,0.6036525256288989,0.04342712149963068,0.24060560556212218,0.28403272706175303,0.04342712149963085,1.6653345369377348e-16,0.5112568544039316,0.2526352742307211
39,0.6036525256288989,0.6487690306179844,0.04511650498908548,0.24846294696301285,0.2935794519520985,0.04511650498908565,1.6653345369377348e-16,0.38930106001857095,0.2578222434689818
40,0.6487690306179844,0.6958534346369982,0.047084404019013815,-0.28172575026707125,-0.23464134624805752,0.04708440401901373,8.326672684688674e-17,0.48375684865128743,0.2941441775681631
41,0.6958534346369982,0.7446848981364234,0.04883146349942513,0.3080106757290617,0.35684213922848673,0.04883146349942502,1.1102230246251565e-16,0.5332359012963362,0.32104136760006824
42,0.7446848981364234,0.7953892642934759,0.05070436615705254,0.32586340578762574,0.37656777194467783,0.050704366157052094,4.440892098500626e-16,0.5356105298538835,0.33613556271662826
43,0.7953892642934759,0.8480990858415,0.05270982154802406,0.41868756617884606,0.4713973877268701,0.05270982154802406,0.0,0.656459335232919,0.42653308089208364
44,0.8480990858415,0.9026527703600908,0.054553684518590884,0.11034372890292177,0.16489741342151296,0.05455368451859119,3.0531133177191805e-16,0.31015337864237,0.1341578357121399
45,0.9026527703600908,0.9592893834369229,0.0566366130768321,-0.003168482021338237,0.053468131055493744,0.05663661307683198,1.1796119636642288e-16,0.21991928143091588,0.07640853649906967
