iteration,J_k,J_k1,delta_J_exact,delta_hat_k,A_k,predicted_delta_J,identity_error,fa_error_linf,fa_error_l2
0,1.0574597040124125,1.0663105113695104,0.008850807357097867,0.8670765931185223,0.8759274004756199,0.008850807357097645,2.220446049250313e-16,1.3407312663391693,0.8915624037203392
1,1.0663105113695104,1.075362726104888,0.00905221473537754,0.38728981947365293,0.39634203420903047,0.00905221473537754,0.0,0.6507013396829566,0.40311725907184426
2,1.075362726104888,1.0845546087866138,0.009191882681725883,0.4179009308474835,0.42709281352921,0.009191882681726549,6.661338147750939e-16,0.6620412505740993,0.43171838264572704
3,1.0845546087866138,1.0940929826448225,0.00953837385820866,-0.14240134752714528,-0.13286297366893657,0.009538373858208715,5.551115123125783e-17,0.3166313491602297,0.16206078653021164
4,1.0940929826448225,1.1041238525950634,0.01003086995024094,0.2575933035096638,0.26762417345990447,0.010030869950240662,2.7755575615628914e-16,0.4497546018605161,0.26923799704958634
5,1.1041238525950634,1.1146928867715278,0.010569034176464376,0.272449165612767,0.28301819978923154,0.010569034176464542,1.6653345369377348e-16,0.707174417121265,0.29163894230563137
6,1.1146928867715278,1.125826298959968,0.011133412188440328,-0.2306131399777851,-0.21947972778934394,0.01113341218844116,8.326672684688674e-16,0.41265611853078343,0.24593594856976492
7,1.125826298959968,1.1375925486893244,0.011766249729356248,0.2462445201840675,0.25801076991342436,0.011766249729356859,6.106226635438361e-16,0.48286571827998603,0.2623510279007883
8,1.1375925486893244,1.1500047305218801,0.012412181832555769,-0.11351368837199738,-0.10110150653944291,0.012412181832554464,1.304512053934559e-15,0.3152182722015898,0.1478114285345765
9,1.1500047305218801,1.1630895288894851,0.01308479836760501,-0.13588323354796317,-0.12279843518035741,0.01308479836760576,7.494005416219807e-16,0.3209033250387191,0.1663393366709777
10,1.1630895288894851,1.1768903367904007,0.013800807900915535,0.4107440423454125,0.42454485024632765,0.013800807900915146,3.885780586188048e-16,0.612710192477421,0.41666028292465007
11,1.1768903367904007,1.1913804088846676,0.014490072094266893,0.022145546389090942,0.03663561848335836,0.01449007209426742,5.273559366969494e-16,0.3454033535235601,0.09704067247425574
12,1.1913804088846676,1.2066193055588212,0.015238896674153679,-0.1289419761731394,-0.11370307949898587,0.01523889667415354,1.3877787807814457e-16,0.3013610668822889,0.15275080311487896
13,1.2066193055588212,1.2227314568675882,0.016112151308766975,-0.24492966195164056,-0.22881751064287256,0.016112151308768002,1.0269562977782698e-15,0.4149769494322695,0.26646239959688195
14,1.2227314568675882,1.2397736126756627,0.017042155808074444,0.22981890035716956,0.24686105616524476,0.017042155808075193,7.494005416219807e-16,0.4645042418559955,0.24392415696034744
15,1.2397736126756627,1.257689953487889,0.01791634081222626,-0.19465456882358012,-0.17673822801135353,0.017916340812226594,3.3306690738754696e-16,0.4550656021790578,0.2147242427378666
16,1.257689953487889,1.27648489997399,0.018794946486101027,0.2236124227610985,0.24240736924719997,0.01879494648610147,4.440892098500626e-16,0.4355143739279841,0.2423851584854946
17,1.27648489997399,1.2962802052023568,0.01979530522836681,0.11703443322938822,0.1368297384577543,0.01979530522836609,7.216449660063518e-16,0.34169462304153475,0.14811511761377616
18,1.2962802052023568,1.317088018094363,0.020807812892006172,-0.022729924927397782,-0.0019221120353914486,0.020807812892006332,1.5959455978986625e-16,0.1960612664619399,0.09039548907075325
19,1.317088018094363,1.3389209875156731,0.02183296942131019,-0.11859592709952382,-0.09676295767821236,0.021832969421311466,1.27675647831893e-15,0.37181859640391834,0.15099446239657824
20,1.3389209875156731,1.3618385949310554,0.02291760741538229,0.0037608084519953344,0.026678415867377018,0.022917607415381683,6.071532165918825e-16,0.18962558038856647,0.07695973548339607
21,1.3618385949310554,1.3858327542791566,0.02399415934810123,-0.026792011303018226,-0.0027978519549154983,0.023994159348102728,1.4988010832439613e-15,0.23008388246251266,0.07744773271221175
22,1.3858327542791566,1.4110571268663585,0.025224372587201893,-0.04473409211389212,-0.019509719526690446,0.025224372587201675,2.185751579730777e-16,0.1790195875752041,0.07689854881918684
23,1.4110571268663585,1.4375040869647964,0.026446960098437833,-0.27091430204949973,-0.24446734195106137,0.02644696009843836,5.273559366969494e-16,0.4664753535259465,0.285445931189366
24,1.4375040869647964,1.465267533904472,0.027763446939675696,0.1940835261205538,0.22184697306022913,0.027763446939675335,3.608224830031759e-16,0.40639632623907396,0.2134483245144671
25,1.465267533904472,1.4944049716802827,0.02913743777581068,-0.04850438097252541,-0.0193669431967132,0.02913743777581221,1.5265566588595902e-15,0.1961136902013325,0.09103615041131141
26,1.4944049716802827,1.525044483838864,0.030639512158581184,-0.008835276508093681,0.021804235650487877,0.03063951215858156,3.7470027081099033e-16,0.20852335685623657,0.08358520630025613
27,1.525044483838864,1.5572566479574497,0.03221216411858574,0.020436712315567096,0.052648876434151934,0.03221216411858484,9.020562075079397e-16,0.2778485118379277,0.07435927737537852
28,1.5572566479574497,1.5910323863397138,0.03377573838226411,-0.01633773035001207,0.017438008032251484,0.033775738382263554,5.551115123125783e-16,0.1750566597081028,0.07736544590031648
29,1.5910323863397138,1.6263479368189695,0.03531555047925572,0.021336623981107916,0.05665217446036261,0.03531555047925469,1.0269562977782698e-15,0.2860197150252881,0.10165602944140016
30,1.6263479368189695,1.6630363397113368,0.0366884028923673,-0.202780242880213,-0.16609183998784502,0.036688402892367994,6.938893903907228e-16,0.42767029631240305,0.2230919174979426
31,1.6630363397113368,1.7015074569845894,0.038471117273252586,-0.24908497670671492,-0.21061385943346225,0.03847111727325267,8.326672684688674e-17,0.3959928111905051,0.2559408059062497
32,1.7015074569845894,1.741837940769749,0.04033048378515969,0.364510293502579,0.40484077728773904,0.04033048378516002,3.3306690738754696e-16,0.6165951306128001,0.37310059133868295
33,1.741837940769749,1.783884980652477,0.042047039882727955,0.2665942997061781,0.30864133958890616,0.042047039882728066,1.1102230246251565e-16,0.46786353711965867,0.277500874907758
34,1.783884980652477,1.8276903757577063,0.043805395105229294,-0.07190312172100377,-0.028097726615775552,0.04380539510522822,1.0755285551056204e-15,0.24257098799503307,0.11138171689915677
35,1.8276903757577063,1.8730715225614265,0.045381146803720185,0.06187655569363848,0.10725770249735976,0.04538114680372128,1.096345236817342e-15,0.3409823101229754,0.09769815080910177
36,1.8730715225614265,1.9203687987199307,0.04729727615850421,0.32672627188038383,0.3740235480388887,0.047297276158504875,6.661338147750939e-16,0.5301260261124869,0.3377587736754419
